danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.703,0.216,0,-16.399,1,0.744,0.923,0.0,0.604,0.3,131.314,audio_features,3GdDZkdlcpDGg7SXRsryXu,spotify:track:3GdDZkdlcpDGg7SXRsryXu,https://api.spotify.com/v1/tracks/3GdDZkdlcpDGg7SXRsryXu,https://api.spotify.com/v1/audio-analysis/3GdDZkdlcpDGg7SXRsryXu,174510,5
0.49,0.884,1,-2.352,1,0.069,0.454,0.00974,0.294,0.905,109.738,audio_features,5xoIJBUdUJyiOoh0zOHisI,spotify:track:5xoIJBUdUJyiOoh0zOHisI,https://api.spotify.com/v1/tracks/5xoIJBUdUJyiOoh0zOHisI,https://api.spotify.com/v1/audio-analysis/5xoIJBUdUJyiOoh0zOHisI,212555,4
0.53,0.14,5,-21.314,0,0.497,0.986,6.33e-06,0.251,0.412,76.767,audio_features,1KYoilQGV0yk8sKJ7D01fz,spotify:track:1KYoilQGV0yk8sKJ7D01fz,https://api.spotify.com/v1/tracks/1KYoilQGV0yk8sKJ7D01fz,https://api.spotify.com/v1/audio-analysis/1KYoilQGV0yk8sKJ7D01fz,200827,3
0.483,0.892,6,-3.613,0,0.0506,0.349,2.96e-06,0.0873,0.796,108.183,audio_features,26ZFZvJ2pRFRxyAZ2XmmUg,spotify:track:26ZFZvJ2pRFRxyAZ2XmmUg,https://api.spotify.com/v1/tracks/26ZFZvJ2pRFRxyAZ2XmmUg,https://api.spotify.com/v1/audio-analysis/26ZFZvJ2pRFRxyAZ2XmmUg,557113,4
0.806,0.581,2,-8.411,1,0.0473,0.724,0.000125,0.0585,0.965,114.841,audio_features,1refYakpJVOSfpl4dxpx7V,spotify:track:1refYakpJVOSfpl4dxpx7V,https://api.spotify.com/v1/tracks/1refYakpJVOSfpl4dxpx7V,https://api.spotify.com/v1/audio-analysis/1refYakpJVOSfpl4dxpx7V,295262,4
0.524,0.319,0,-12.712,1,0.0294,0.651,0.00139,0.14,0.32,141.683,audio_features,7kR5D9lfPFXTQbO9wxAWXu,spotify:track:7kR5D9lfPFXTQbO9wxAWXu,https://api.spotify.com/v1/tracks/7kR5D9lfPFXTQbO9wxAWXu,https://api.spotify.com/v1/audio-analysis/7kR5D9lfPFXTQbO9wxAWXu,141042,4
0.498,0.409,10,-10.831,1,0.0353,0.948,0.00216,0.079,0.601,87.934,audio_features,3Q1zmxMBh1qIV3kQgWCAye,spotify:track:3Q1zmxMBh1qIV3kQgWCAye,https://api.spotify.com/v1/tracks/3Q1zmxMBh1qIV3kQgWCAye,https://api.spotify.com/v1/audio-analysis/3Q1zmxMBh1qIV3kQgWCAye,329889,4
0.635,0.42,10,-12.174,1,0.03,0.576,2.94e-05,0.286,0.718,139.641,audio_features,2ufcdsxrATfRgtPOrCmYGm,spotify:track:2ufcdsxrATfRgtPOrCmYGm,https://api.spotify.com/v1/tracks/2ufcdsxrATfRgtPOrCmYGm,https://api.spotify.com/v1/audio-analysis/2ufcdsxrATfRgtPOrCmYGm,540120,4
0.591,0.462,5,-9.77,1,0.0281,0.64,6.44e-05,0.108,0.323,114.02,audio_features,1Dw8GkFpFjUpNTUpfF5lee,spotify:track:1Dw8GkFpFjUpNTUpfF5lee,https://api.spotify.com/v1/tracks/1Dw8GkFpFjUpNTUpfF5lee,https://api.spotify.com/v1/audio-analysis/1Dw8GkFpFjUpNTUpfF5lee,282687,4
0.399,0.871,5,-1.373,1,0.0556,0.514,6.04e-05,0.762,0.621,103.161,audio_features,4ZsYRQhNbDJZjpZ95g1mec,spotify:track:4ZsYRQhNbDJZjpZ95g1mec,https://api.spotify.com/v1/tracks/4ZsYRQhNbDJZjpZ95g1mec,https://api.spotify.com/v1/audio-analysis/4ZsYRQhNbDJZjpZ95g1mec,390000,4
0.737,0.81,10,-5.656,0,0.0727,0.0762,0.0,0.0972,0.784,132.03,audio_features,49V1RI3KW6b8FLTxRHMS7z,spotify:track:49V1RI3KW6b8FLTxRHMS7z,https://api.spotify.com/v1/tracks/49V1RI3KW6b8FLTxRHMS7z,https://api.spotify.com/v1/audio-analysis/49V1RI3KW6b8FLTxRHMS7z,325455,4
0.479,0.521,10,-10.94,1,0.029,0.706,0.00208,0.14,0.524,95.302,audio_features,67aukea21L3LxakYBj64zn,spotify:track:67aukea21L3LxakYBj64zn,https://api.spotify.com/v1/tracks/67aukea21L3LxakYBj64zn,https://api.spotify.com/v1/audio-analysis/67aukea21L3LxakYBj64zn,398120,4
0.42,0.352,9,-8.499,1,0.0304,0.839,1.98e-06,0.378,0.606,97.457,audio_features,2781rRlKpxmTdagiD23miM,spotify:track:2781rRlKpxmTdagiD23miM,https://api.spotify.com/v1/tracks/2781rRlKpxmTdagiD23miM,https://api.spotify.com/v1/audio-analysis/2781rRlKpxmTdagiD23miM,394266,4
0.398,0.298,7,-10.872,1,0.0286,0.773,1.53e-05,0.0608,0.347,135.156,audio_features,0dUvKIQzOkofLditZUWbJY,spotify:track:0dUvKIQzOkofLditZUWbJY,https://api.spotify.com/v1/tracks/0dUvKIQzOkofLditZUWbJY,https://api.spotify.com/v1/audio-analysis/0dUvKIQzOkofLditZUWbJY,334453,3
0.585,0.329,1,-9.814,1,0.0389,0.897,0.0,0.207,0.783,140.646,audio_features,6jRCPOhoxKst7JdDqW8Ui9,spotify:track:6jRCPOhoxKst7JdDqW8Ui9,https://api.spotify.com/v1/tracks/6jRCPOhoxKst7JdDqW8Ui9,https://api.spotify.com/v1/audio-analysis/6jRCPOhoxKst7JdDqW8Ui9,294478,3
0.564,0.632,8,-8.143,1,0.145,0.563,1.31e-06,0.103,0.532,182.063,audio_features,4rP97uZJ2DdqIGPIvVyeiO,spotify:track:4rP97uZJ2DdqIGPIvVyeiO,https://api.spotify.com/v1/tracks/4rP97uZJ2DdqIGPIvVyeiO,https://api.spotify.com/v1/audio-analysis/4rP97uZJ2DdqIGPIvVyeiO,158000,3
0.288,0.657,1,-8.279,1,0.0416,0.579,2e-05,0.334,0.587,114.606,audio_features,62dHyLuB4sW13H0ZbJoTNp,spotify:track:62dHyLuB4sW13H0ZbJoTNp,https://api.spotify.com/v1/tracks/62dHyLuB4sW13H0ZbJoTNp,https://api.spotify.com/v1/audio-analysis/62dHyLuB4sW13H0ZbJoTNp,487158,3
0.632,0.408,0,-11.608,1,0.0399,0.293,0.388,0.0786,0.221,152.056,audio_features,1zFdFJ5WaNy2Y1vYClfTIi,spotify:track:1zFdFJ5WaNy2Y1vYClfTIi,https://api.spotify.com/v1/tracks/1zFdFJ5WaNy2Y1vYClfTIi,https://api.spotify.com/v1/audio-analysis/1zFdFJ5WaNy2Y1vYClfTIi,217895,4
0.222,0.108,5,-14.795,1,0.0348,0.976,1.08e-05,0.0888,0.18,82.053,audio_features,5dRlBLnbzIIJWtbbqrHFPN,spotify:track:5dRlBLnbzIIJWtbbqrHFPN,https://api.spotify.com/v1/tracks/5dRlBLnbzIIJWtbbqrHFPN,https://api.spotify.com/v1/audio-analysis/5dRlBLnbzIIJWtbbqrHFPN,625385,3
0.636,0.53,1,-9.469,1,0.198,0.7,0.000393,0.191,0.694,84.957,audio_features,76Ft5Sj31Z6cl4cN3VJYY3,spotify:track:76Ft5Sj31Z6cl4cN3VJYY3,https://api.spotify.com/v1/tracks/76Ft5Sj31Z6cl4cN3VJYY3,https://api.spotify.com/v1/audio-analysis/76Ft5Sj31Z6cl4cN3VJYY3,214691,4
0.599,0.693,1,-7.068,0,0.181,0.589,0.0,0.268,0.468,169.998,audio_features,4Dn28yuThDOwypgMoednQL,spotify:track:4Dn28yuThDOwypgMoednQL,https://api.spotify.com/v1/tracks/4Dn28yuThDOwypgMoednQL,https://api.spotify.com/v1/audio-analysis/4Dn28yuThDOwypgMoednQL,238746,4
0.479,0.269,11,-16.017,1,0.0321,0.537,0.0,0.142,0.177,105.782,audio_features,1etn7AiCgbOmCqjeTpVJjB,spotify:track:1etn7AiCgbOmCqjeTpVJjB,https://api.spotify.com/v1/tracks/1etn7AiCgbOmCqjeTpVJjB,https://api.spotify.com/v1/audio-analysis/1etn7AiCgbOmCqjeTpVJjB,188469,4
0.768,0.499,2,-8.559,1,0.453,0.417,0.0,0.131,0.432,79.951,audio_features,6jCfmdbz6riOFsvvS6UyVq,spotify:track:6jCfmdbz6riOFsvvS6UyVq,https://api.spotify.com/v1/tracks/6jCfmdbz6riOFsvvS6UyVq,https://api.spotify.com/v1/audio-analysis/6jCfmdbz6riOFsvvS6UyVq,284500,4
0.61,0.575,10,-7.905,1,0.037,0.485,3.13e-05,0.636,0.651,96.855,audio_features,18dKenvtOYXVZXQttYoRxS,spotify:track:18dKenvtOYXVZXQttYoRxS,https://api.spotify.com/v1/tracks/18dKenvtOYXVZXQttYoRxS,https://api.spotify.com/v1/audio-analysis/18dKenvtOYXVZXQttYoRxS,558682,4
0.629,0.518,0,-11.634,1,0.0367,0.363,8.18e-06,0.171,0.65,129.279,audio_features,45D8loM5s6t30OcqRZ54e9,spotify:track:45D8loM5s6t30OcqRZ54e9,https://api.spotify.com/v1/tracks/45D8loM5s6t30OcqRZ54e9,https://api.spotify.com/v1/audio-analysis/45D8loM5s6t30OcqRZ54e9,305253,4
0.536,0.597,5,-7.602,1,0.039,0.464,0.0,0.485,0.805,77.907,audio_features,4kJTzJYDuM1qZ5XwV1WtnA,spotify:track:4kJTzJYDuM1qZ5XwV1WtnA,https://api.spotify.com/v1/tracks/4kJTzJYDuM1qZ5XwV1WtnA,https://api.spotify.com/v1/audio-analysis/4kJTzJYDuM1qZ5XwV1WtnA,183634,4
0.625,0.133,1,-24.016,1,0.589,0.966,0.0,0.117,0.263,84.57,audio_features,33b0cFm7vkpUzRHQcchoQ9,spotify:track:33b0cFm7vkpUzRHQcchoQ9,https://api.spotify.com/v1/tracks/33b0cFm7vkpUzRHQcchoQ9,https://api.spotify.com/v1/audio-analysis/33b0cFm7vkpUzRHQcchoQ9,1768600,4
0.615,0.0542,10,-25.768,0,0.901,0.953,0.0,0.379,0.409,74.483,audio_features,1IkJTjOlgLA5E6VIaAKRDT,spotify:track:1IkJTjOlgLA5E6VIaAKRDT,https://api.spotify.com/v1/tracks/1IkJTjOlgLA5E6VIaAKRDT,https://api.spotify.com/v1/audio-analysis/1IkJTjOlgLA5E6VIaAKRDT,3343400,3
0.616,0.288,11,-16.793,0,0.753,0.979,0.00196,0.15,0.543,65.446,audio_features,0iL46ghqResQq9PKdIamTH,spotify:track:0iL46ghqResQq9PKdIamTH,https://api.spotify.com/v1/tracks/0iL46ghqResQq9PKdIamTH,https://api.spotify.com/v1/audio-analysis/0iL46ghqResQq9PKdIamTH,3612520,4
0.26,0.409,0,-9.99,1,0.0572,0.607,0.0322,0.126,0.111,75.118,audio_features,7Fa69Kkmy0VfPYsSRF7gyV,spotify:track:7Fa69Kkmy0VfPYsSRF7gyV,https://api.spotify.com/v1/tracks/7Fa69Kkmy0VfPYsSRF7gyV,https://api.spotify.com/v1/audio-analysis/7Fa69Kkmy0VfPYsSRF7gyV,155406,4
0.507,0.352,5,-11.417,1,0.153,0.342,0.0127,0.341,0.433,89.774,audio_features,3RRQtiQboov4P7ESKVDsRf,spotify:track:3RRQtiQboov4P7ESKVDsRf,https://api.spotify.com/v1/tracks/3RRQtiQboov4P7ESKVDsRf,https://api.spotify.com/v1/audio-analysis/3RRQtiQboov4P7ESKVDsRf,271637,4
0.456,0.746,11,-6.505,1,0.215,0.797,0.0,0.407,0.734,97.203,audio_features,2I3tlRJXVDuBDvfVOywwUU,spotify:track:2I3tlRJXVDuBDvfVOywwUU,https://api.spotify.com/v1/tracks/2I3tlRJXVDuBDvfVOywwUU,https://api.spotify.com/v1/audio-analysis/2I3tlRJXVDuBDvfVOywwUU,350667,4
0.344,0.295,0,-14.242,0,0.126,0.842,8.69e-06,0.242,0.448,80.236,audio_features,1FfFPgBmB0LMMM92FhPTI2,spotify:track:1FfFPgBmB0LMMM92FhPTI2,https://api.spotify.com/v1/tracks/1FfFPgBmB0LMMM92FhPTI2,https://api.spotify.com/v1/audio-analysis/1FfFPgBmB0LMMM92FhPTI2,214088,3
0.459,0.271,0,-16.35,1,0.125,0.88,1.87e-06,0.358,0.326,187.032,audio_features,4D1onn3bYtSFNJckD7XH5s,spotify:track:4D1onn3bYtSFNJckD7XH5s,https://api.spotify.com/v1/tracks/4D1onn3bYtSFNJckD7XH5s,https://api.spotify.com/v1/audio-analysis/4D1onn3bYtSFNJckD7XH5s,150163,4
0.459,0.221,0,-16.314,1,0.0933,0.862,3.36e-05,0.0876,0.504,180.469,audio_features,2ZN833xYwOtS2uPcTUAtuc,spotify:track:2ZN833xYwOtS2uPcTUAtuc,https://api.spotify.com/v1/tracks/2ZN833xYwOtS2uPcTUAtuc,https://api.spotify.com/v1/audio-analysis/2ZN833xYwOtS2uPcTUAtuc,96850,4
0.496,0.264,2,-13.817,1,0.0417,0.89,0.0,0.143,0.521,95.214,audio_features,4fDauID5MS5viDZa6NoExQ,spotify:track:4fDauID5MS5viDZa6NoExQ,https://api.spotify.com/v1/tracks/4fDauID5MS5viDZa6NoExQ,https://api.spotify.com/v1/audio-analysis/4fDauID5MS5viDZa6NoExQ,118538,5
0.524,0.243,8,-15.531,1,0.244,0.825,0.0,0.12,0.379,95.339,audio_features,46jhV1UirqBH92ygETOj3z,spotify:track:46jhV1UirqBH92ygETOj3z,https://api.spotify.com/v1/tracks/46jhV1UirqBH92ygETOj3z,https://api.spotify.com/v1/audio-analysis/46jhV1UirqBH92ygETOj3z,202966,3
0.357,0.298,10,-12.313,1,0.0351,0.834,0.000134,0.111,0.44,152.593,audio_features,5hptiZUG2pJwt53s8c7cDA,spotify:track:5hptiZUG2pJwt53s8c7cDA,https://api.spotify.com/v1/tracks/5hptiZUG2pJwt53s8c7cDA,https://api.spotify.com/v1/audio-analysis/5hptiZUG2pJwt53s8c7cDA,177333,4
0.656,0.402,11,-10.765,1,0.0268,0.308,0.0292,0.107,0.288,127.975,audio_features,6soRqi7x53yQINVVnwK0GU,spotify:track:6soRqi7x53yQINVVnwK0GU,https://api.spotify.com/v1/tracks/6soRqi7x53yQINVVnwK0GU,https://api.spotify.com/v1/audio-analysis/6soRqi7x53yQINVVnwK0GU,313313,4
0.531,0.468,8,-8.538,1,0.0319,0.176,0.0,0.149,0.322,119.966,audio_features,6YNl1rXbhKvmbMrw9cp3RQ,spotify:track:6YNl1rXbhKvmbMrw9cp3RQ,https://api.spotify.com/v1/tracks/6YNl1rXbhKvmbMrw9cp3RQ,https://api.spotify.com/v1/audio-analysis/6YNl1rXbhKvmbMrw9cp3RQ,311040,4
0.616,0.467,2,-11.719,1,0.0303,0.376,0.0962,0.138,0.312,124.022,audio_features,6JB0h4leDJ4Akabtu42Epd,spotify:track:6JB0h4leDJ4Akabtu42Epd,https://api.spotify.com/v1/tracks/6JB0h4leDJ4Akabtu42Epd,https://api.spotify.com/v1/audio-analysis/6JB0h4leDJ4Akabtu42Epd,302707,4
0.601,0.441,4,-8.946,1,0.0285,0.645,1.08e-06,0.0986,0.202,103.862,audio_features,500H9ENeR5AYbKU1ScK6ME,spotify:track:500H9ENeR5AYbKU1ScK6ME,https://api.spotify.com/v1/tracks/500H9ENeR5AYbKU1ScK6ME,https://api.spotify.com/v1/audio-analysis/500H9ENeR5AYbKU1ScK6ME,396507,4
0.638,0.461,7,-9.676,0,0.0595,0.569,0.0456,0.171,0.194,107.878,audio_features,5uh6GTGPeGwjVhmGLEXxrt,spotify:track:5uh6GTGPeGwjVhmGLEXxrt,https://api.spotify.com/v1/tracks/5uh6GTGPeGwjVhmGLEXxrt,https://api.spotify.com/v1/audio-analysis/5uh6GTGPeGwjVhmGLEXxrt,204265,4
0.486,0.509,1,-12.782,1,0.0418,0.99,0.544,0.107,0.694,144.146,audio_features,5nn3vaJSXVyE5FhxVS0vBk,spotify:track:5nn3vaJSXVyE5FhxVS0vBk,https://api.spotify.com/v1/tracks/5nn3vaJSXVyE5FhxVS0vBk,https://api.spotify.com/v1/audio-analysis/5nn3vaJSXVyE5FhxVS0vBk,428562,4
0.729,0.47,5,-15.277,0,0.23,0.00392,0.083,0.347,0.719,78.322,audio_features,5yMI5BKTaNOdtPM1RKPGOc,spotify:track:5yMI5BKTaNOdtPM1RKPGOc,https://api.spotify.com/v1/tracks/5yMI5BKTaNOdtPM1RKPGOc,https://api.spotify.com/v1/audio-analysis/5yMI5BKTaNOdtPM1RKPGOc,171180,4
0.551,0.55,10,-5.339,1,0.0286,0.777,0.0,0.202,0.342,101.19,audio_features,1Y3LN4zO1Edc2EluIoSPJN,spotify:track:1Y3LN4zO1Edc2EluIoSPJN,https://api.spotify.com/v1/tracks/1Y3LN4zO1Edc2EluIoSPJN,https://api.spotify.com/v1/audio-analysis/1Y3LN4zO1Edc2EluIoSPJN,176440,3
0.64,0.72,8,-7.711,1,0.0382,0.024,0.000225,0.0874,0.631,113.915,audio_features,3Jf6VmasyMYzr2EJBXpXQH,spotify:track:3Jf6VmasyMYzr2EJBXpXQH,https://api.spotify.com/v1/tracks/3Jf6VmasyMYzr2EJBXpXQH,https://api.spotify.com/v1/audio-analysis/3Jf6VmasyMYzr2EJBXpXQH,301627,4
0.431,0.741,0,-6.211,0,0.0442,0.669,3.84e-05,0.296,0.823,92.753,audio_features,1eH4sOhUg02F0dUgYMosKW,spotify:track:1eH4sOhUg02F0dUgYMosKW,https://api.spotify.com/v1/tracks/1eH4sOhUg02F0dUgYMosKW,https://api.spotify.com/v1/audio-analysis/1eH4sOhUg02F0dUgYMosKW,286616,4
0.756,0.716,6,-9.176,1,0.0677,0.204,1.83e-05,0.0765,0.757,119.935,audio_features,3U6sVwzUkHg9RdmcCRsZuC,spotify:track:3U6sVwzUkHg9RdmcCRsZuC,https://api.spotify.com/v1/tracks/3U6sVwzUkHg9RdmcCRsZuC,https://api.spotify.com/v1/audio-analysis/3U6sVwzUkHg9RdmcCRsZuC,329944,4
0.708,0.356,1,-9.738,1,0.075,0.437,6.54e-05,0.112,0.569,83.679,audio_features,4VhqKzBeAlhTjLYZr0oJx8,spotify:track:4VhqKzBeAlhTjLYZr0oJx8,https://api.spotify.com/v1/tracks/4VhqKzBeAlhTjLYZr0oJx8,https://api.spotify.com/v1/audio-analysis/4VhqKzBeAlhTjLYZr0oJx8,263185,4
0.455,0.247,7,-17.85,1,0.0333,0.13,0.000387,0.0718,0.0827,175.812,audio_features,2VbJADm28rn89sdn2QwzuZ,spotify:track:2VbJADm28rn89sdn2QwzuZ,https://api.spotify.com/v1/tracks/2VbJADm28rn89sdn2QwzuZ,https://api.spotify.com/v1/audio-analysis/2VbJADm28rn89sdn2QwzuZ,363973,4
0.284,0.266,5,-13.826,1,0.0349,0.931,0.0,0.341,0.325,171.911,audio_features,0PZO1Ih1qTQawy5Wc9B7zy,spotify:track:0PZO1Ih1qTQawy5Wc9B7zy,https://api.spotify.com/v1/tracks/0PZO1Ih1qTQawy5Wc9B7zy,https://api.spotify.com/v1/audio-analysis/0PZO1Ih1qTQawy5Wc9B7zy,538000,3
0.59,0.289,9,-16.584,0,0.729,0.98,0.000314,0.0968,0.358,90.563,audio_features,0432czMUYajdVkmmWSi3hB,spotify:track:0432czMUYajdVkmmWSi3hB,https://api.spotify.com/v1/tracks/0432czMUYajdVkmmWSi3hB,https://api.spotify.com/v1/audio-analysis/0432czMUYajdVkmmWSi3hB,148976,3
0.604,0.332,4,-14.78,0,0.941,0.874,0.0,0.0982,0.362,174.916,audio_features,4S02BuT8jS3HubZTaJLcYE,spotify:track:4S02BuT8jS3HubZTaJLcYE,https://api.spotify.com/v1/tracks/4S02BuT8jS3HubZTaJLcYE,https://api.spotify.com/v1/audio-analysis/4S02BuT8jS3HubZTaJLcYE,210991,3
0.33,0.2,0,-17.366,1,0.0493,0.928,0.00567,0.0759,0.0373,88.772,audio_features,2ytitxqQ7JehV0JadqjsJW,spotify:track:2ytitxqQ7JehV0JadqjsJW,https://api.spotify.com/v1/tracks/2ytitxqQ7JehV0JadqjsJW,https://api.spotify.com/v1/audio-analysis/2ytitxqQ7JehV0JadqjsJW,972000,4
0.643,0.332,0,-17.485,0,0.748,0.982,0.0,0.063,0.497,133.862,audio_features,1Td7UkUk2rGS0uZIGFAiU2,spotify:track:1Td7UkUk2rGS0uZIGFAiU2,https://api.spotify.com/v1/tracks/1Td7UkUk2rGS0uZIGFAiU2,https://api.spotify.com/v1/audio-analysis/1Td7UkUk2rGS0uZIGFAiU2,343980,4
0.404,0.491,2,-10.281,1,0.307,0.948,9.38e-05,0.0846,0.297,89.622,audio_features,6qazZiNmTh7yTMX02R4CwZ,spotify:track:6qazZiNmTh7yTMX02R4CwZ,https://api.spotify.com/v1/tracks/6qazZiNmTh7yTMX02R4CwZ,https://api.spotify.com/v1/audio-analysis/6qazZiNmTh7yTMX02R4CwZ,201744,3
0.5,0.522,3,-9.364,1,0.0299,0.866,0.962,0.134,0.187,126.026,audio_features,4ubJfvNBojgerF9oNtm95V,spotify:track:4ubJfvNBojgerF9oNtm95V,https://api.spotify.com/v1/tracks/4ubJfvNBojgerF9oNtm95V,https://api.spotify.com/v1/audio-analysis/4ubJfvNBojgerF9oNtm95V,236266,4
0.22,0.174,2,-14.427,1,0.0349,0.815,1.88e-05,0.0793,0.0527,93.992,audio_features,0DIuBwmp7bKm6CNn3WnZbW,spotify:track:0DIuBwmp7bKm6CNn3WnZbW,https://api.spotify.com/v1/tracks/0DIuBwmp7bKm6CNn3WnZbW,https://api.spotify.com/v1/audio-analysis/0DIuBwmp7bKm6CNn3WnZbW,167813,4
0.475,0.321,2,-17.509,1,0.0413,0.752,0.000173,0.12,0.418,102.58,audio_features,70ggxChIASnhSyQSTfSdTQ,spotify:track:70ggxChIASnhSyQSTfSdTQ,https://api.spotify.com/v1/tracks/70ggxChIASnhSyQSTfSdTQ,https://api.spotify.com/v1/audio-analysis/70ggxChIASnhSyQSTfSdTQ,334741,4
0.561,0.0369,1,-29.389,1,0.576,0.981,1.78e-05,0.311,0.297,71.595,audio_features,33HaB2bBLVvSByvj8FWkTS,spotify:track:33HaB2bBLVvSByvj8FWkTS,https://api.spotify.com/v1/tracks/33HaB2bBLVvSByvj8FWkTS,https://api.spotify.com/v1/audio-analysis/33HaB2bBLVvSByvj8FWkTS,4044520,3
0.72,0.585,11,-9.937,1,0.0427,0.305,0.000244,0.0603,0.737,79.99,audio_features,01O0Mn8PssyOkp9SVXMg9m,spotify:track:01O0Mn8PssyOkp9SVXMg9m,https://api.spotify.com/v1/tracks/01O0Mn8PssyOkp9SVXMg9m,https://api.spotify.com/v1/audio-analysis/01O0Mn8PssyOkp9SVXMg9m,218733,4
